Unique ID,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000428652000136,"Duwve, JM|Huynh, P|Ray, B|Robison, L|Watson, DP","Duwve, JM|Huynh, P|Ray, B|Robison, L|Watson, DP","Duwve, Joan M.|Huynh, Philip|Ray, Bradley|Robison, Lisa|Watson, Dennis P.","Duwve, Joan M.|Huynh, Philip|Ray, Bradley|Robison, Lisa|Watson, Dennis P."
WOS:000439102000002,"Brikell, I|Chang, Z|D'Onofrio, BM|Dunn, DW|Gibbons, RD|Hur, K|Larsson, H|Quinn, PD|Wiggs, KK","Brikell, I|Chang, Z|D'Onofrio, BM|Dunn, DW|Gibbons, RD|Hur, K|Larsson, H|Quinn, PD|Wiggs, KK","Brikell, Isabell|Chang, Zheng|D'Onofrio, Brian M.|Dunn, David W.|Gibbons, Robert D.|Hur, Kwan|Larsson, Henrik|Quinn, Patrick D.|Wiggs, Kelsey K.","Brikell, Isabell|Chang, Zheng|D'Onofrio, Brian M.|Dunn, David W.|Gibbons, Robert D.|Hur, Kwan|Larsson, Henrik|Quinn, Patrick D.|Wiggs, Kelsey K."
WOS:000428084800001,"Carlos, WG|Johnson, CS|Litzelman, DK|Smith, J|Takesue, B","Carlos, WG|Johnson, CS|Litzelman, DK|Smith, J|Takesue, B","Carlos, W. Graham|Johnson, Cynthia S.|Litzelman, Debra K.|Smith, Joshua|Takesue, Blaine","Carlos, W. Graham|Johnson, Cynthia S.|Litzelman, Debra K.|Smith, Joshua|Takesue, Blaine"
WOS:000425604300018,"Ayaya, SO|Cohen, CR|Musick, BS|Nash, D|Vreeman, RC|Wabwire, D|Wiehe, SE|Wools-Kaloustian, K|Yiannoutsos, CT","Ayaya, SO|Cohen, CR|Musick, BS|Nash, D|Vreeman, RC|Wabwire, D|Wiehe, SE|Wools-Kaloustian, K|Yiannoutsos, CT","Ayaya, Samuel O.|Cohen, Craig R.|Musick, Beverly S.|Nash, Denis|Vreeman, Rachel C.|Wabwire, Deo|Wiehe, Sarah E.|Wools-Kaloustian, Kara|Yiannoutsos, Constantin T.","Ayaya, Samuel O.|Cohen, Craig R.|Musick, Beverly S.|Nash, Denis|Vreeman, Rachel C.|Wabwire, Deo|Wiehe, Sarah E.|Wools-Kaloustian, Kara|Yiannoutsos, Constantin T."
WOS:000426411100015,"Broz, D|Chapman, EL|Conrad, C|Duwve, JM|Foote, C|McAlister, C|Needle, R|Patel, MR|Peters, PJ|Roseberry, JC|Zibbell, J","Broz, D|Chapman, EL|Conrad, C|Duwve, JM|Foote, C|McAlister, C|Needle, R|Patel, MR|Peters, PJ|Roseberry, JC|Zibbell, J","Broz, Dita|Chapman, Erika L.|Conrad, Caitlin|Duwve, Joan M.|Foote, Carrie|McAlister, Cameron|Needle, Richard|Patel, Monita R.|Peters, Philip J.|Roseberry, Jeremy C.|Zibbell, Jon","Broz, Dita|Chapman, Erika L.|Conrad, Caitlin|Duwve, Joan M.|Foote, Carrie|McAlister, Cameron|Needle, Richard|Patel, Monita R.|Peters, Philip J.|Roseberry, Jeremy C.|Zibbell, Jon"
WOS:000425096500008,"Arkins, T|Burgess, AW|Miramonti, C|Walthall, JDH|Weinstein, E|Wiehe, SE","Arkins, T|Burgess, AW|Miramonti, C|Walthall, JDH|Weinstein, E|Wiehe, SE","Arkins, Thomas|Burgess, Aaron W.|Miramonti, Charles|Walthall, Jennifer D. H.|Weinstein, Elizabeth|Wiehe, Sarah E.","Arkins, Thomas|Burgess, Aaron W.|Miramonti, Charles|Walthall, Jennifer D. H.|Weinstein, Elizabeth|Wiehe, Sarah E."
WOS:000424020400006,"Felsher, M|Gunn, JKL|Roth, AM|Wiehe, SE","Felsher, M|Gunn, JKL|Roth, AM|Wiehe, SE","Felsher, Marisa|Gunn, Jayleen K. L.|Roth, Alexis M.|Wiehe, Sarah E.","Felsher, Marisa|Gunn, Jayleen K. L.|Roth, Alexis M.|Wiehe, Sarah E."
WOS:000422678400012,"Aalsma, MC|Downs, SM|Etter, DJ|Gilbert, AL|Hall, JA|McCord, AL|Ouyang, FQ|Tu, WZ|Williams, RL","Aalsma, MC|Downs, SM|Etter, DJ|Gilbert, AL|Hall, JA|McCord, AL|Ouyang, FQ|Tu, WZ|Williams, RL","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|McCord, Allison L.|Ouyang, Fangqian|Tu, Wanzhu|Williams, Rebekah L.","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|McCord, Allison L.|Ouyang, Fangqian|Tu, Wanzhu|Williams, Rebekah L."
WOS:000422678400015,"Aalsma, MC|Downs, SM|Etter, DJ|Gilbert, AL|Hall, JA|Ouyang, FQ|Williams, RL|Zerr, AM","Aalsma, MC|Downs, SM|Etter, DJ|Gilbert, AL|Hall, JA|Ouyang, FQ|Williams, RL|Zerr, AM","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|Ouyang, Fangqian|Williams, Rebekah L.|Zerr, Ashley M.","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|Ouyang, Fangqian|Williams, Rebekah L.|Zerr, Ashley M."
WOS:000422677600181,"Aalsma, MC|Downs, SM|Ferrin, SN|Gilbert, AL|Grout, RW|Wilkinson, TA","Aalsma, MC|Downs, SM|Ferrin, SN|Gilbert, AL|Grout, RW|Wilkinson, TA","Aalsma, Matthew C.|Downs, Stephen M.|Ferrin, Stephanie N.|Gilbert, Amy L.|Grout, Randall W.|Wilkinson, Tracey A.","Aalsma, Matthew C.|Downs, Stephen M.|Ferrin, Stephanie N.|Gilbert, Amy L.|Grout, Randall W.|Wilkinson, Tracey A."
WOS:000422677600113,"Aalsma, MC|Downs, S|Gilbert, AL|Grout, RW|Jones, L|Wilkinson, TA","Aalsma, MC|Downs, S|Gilbert, AL|Grout, RW|Jones, L|Wilkinson, TA","Aalsma, Matthew C.|Downs, Steve|Gilbert, Amy L.|Grout, Randall W.|Jones, Lindsey|Wilkinson, Tracey A.","Aalsma, Matthew C.|Downs, Steve|Gilbert, Amy L.|Grout, Randall W.|Jones, Lindsey|Wilkinson, Tracey A."
WOS:000422677600064,"Aalsma, MC|Dir, AL|Etter, DJ|Lindsae, A|Schwartz, K","Aalsma, MC|Dir, AL|Etter, DJ|Lindsae, A|Schwartz, K","Aalsma, Matthew C.|Dir, Allyson L.|Etter, Dillon J.|Lindsae, Allyson|Schwartz, Katherine","Aalsma, Matthew C.|Dir, Allyson L.|Etter, Dillon J.|Lindsae, Allyson|Schwartz, Katherine"
WOS:000422677600176,"Aalsma, MC|Downs, SM|Etter, DJ|McCord, AL","Aalsma, MC|Downs, SM|Etter, DJ|McCord, AL","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|McCord, Allison L.","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|McCord, Allison L."
WOS:000422677600225,"Barton, AW|Brody, GH|Kogan, SM|Lei, M|Sales, JM|Zapolski, TCB","Barton, AW|Brody, GH|Kogan, SM|Lei, M|Sales, JM|Zapolski, TCB","Barton, Allen W.|Brody, Gene H.|Kogan, Steven M.|Lei, ManKit|Sales, Jessica M.|Zapolski, Tamika C. B.","Barton, Allen W.|Brody, Gene H.|Kogan, Steven M.|Lei, ManKit|Sales, Jessica M.|Zapolski, Tamika C. B."
WOS:000417608300014,"Almqvist, C|Brikell, I|Dalsgaard, S|D'Onofrio, BM|Dunn, DW|Ghirardi, L|Kuja-Halkola, R|Larsson, H","Almqvist, C|Brikell, I|Dalsgaard, S|D'Onofrio, BM|Dunn, DW|Ghirardi, L|Kuja-Halkola, R|Larsson, H","Almqvist, Catarina|Brikell, Isabell|Dalsgaard, Soren|D'Onofrio, Brian M.|Dunn, David W.|Ghirardi, Laura|Kuja-Halkola, Ralf|Larsson, Henrik","Almqvist, Catarina|Brikell, Isabell|Dalsgaard, Soren|D'Onofrio, Brian M.|Dunn, David W.|Ghirardi, Laura|Kuja-Halkola, Ralf|Larsson, Henrik"
WOS:000419403800035,"Dahlin, M|Dickman, P|D'Onofrio, BM|Ljungberg, E|Lysell, H|Runeson, B|Viktorin, A","Dahlin, M|Dickman, P|D'Onofrio, BM|Ljungberg, E|Lysell, H|Runeson, B|Viktorin, A","Dahlin, Marie|Dickman, Paul|D'Onofrio, Brian M.|Ljungberg, Elsa|Lysell, Henrik|Runeson, Bo|Viktorin, Alexander","Dahlin, Marie|Dickman, Paul|D'Onofrio, Brian M.|Ljungberg, Elsa|Lysell, Henrik|Runeson, Bo|Viktorin, Alexander"
WOS:000442763300007,"Seibt, G","Seibt, G","Seibt, Gustav","Seibt, Gustav"
WOS:000439912300010,"Cano, MA|de Dios, MA|Vaughan, EL|Wright, LA","Cano, MA|de Dios, MA|Vaughan, EL|Wright, LA","Cano, Miguel Angel|de Dios, Marcel A.|Vaughan, Ellen L.|Wright, Lauren A.","Cano, Miguel Angel|de Dios, Marcel A.|Vaughan, Ellen L.|Wright, Lauren A."
WOS:000434687300003,"Aalsma, MC|Cyders, MA|Hershberger, AR|Kolp, HM|Sanders, J|Um, M","Aalsma, MC|Cyders, MA|Hershberger, AR|Kolp, HM|Sanders, J|Um, M","Aalsma, Matthew C.|Cyders, Melissa A.|Hershberger, Alexandra R.|Kolp, Haley M.|Sanders, Jasmyn|Um, Miji","Aalsma, Matthew C.|Cyders, Melissa A.|Hershberger, Alexandra R.|Kolp, Haley M.|Sanders, Jasmyn|Um, Miji"
WOS:000419713500021,"Bell, TM|Drucker, NA|Groh, E|Hackworth, J|Markel, TA|McDuffie, L","Bell, TM|Drucker, NA|Groh, E|Hackworth, J|Markel, TA|McDuffie, L","Bell, Teresa M.|Drucker, Natalie A.|Groh, Eric|Hackworth, Jodi|Markel, Troy A.|McDuffie, Lucas","Bell, Teresa M.|Drucker, Natalie A.|Groh, Eric|Hackworth, Jodi|Markel, Troy A.|McDuffie, Lucas"
WOS:000419177700010,"Brander, G|D'Onofrio, BM|Feldman, I|Fernandez de la Cruz, L|Hesselmark, E|Isomura, K|Jangmo, A|Kuja-Halkola, R|Larsson, H|Lazaro, L|Mataix-Cols, D|Perez-Vigil, A|Ruck, C|Serlachius, E","Brander, G|D'Onofrio, BM|Feldman, I|Fernandez de la Cruz, L|Hesselmark, E|Isomura, K|Jangmo, A|Kuja-Halkola, R|Larsson, H|Lazaro, L|Mataix-Cols, D|Perez-Vigil, A|Ruck, C|Serlachius, E","Brander, Gustaf|D'Onofrio, Brian M.|Feldman, Inna|Fernandez de la Cruz, Lorena|Hesselmark, Eva|Isomura, Kayoko|Jangmo, Andreas|Kuja-Halkola, Ralf|Larsson, Henrik|Lazaro, Luisa|Mataix-Cols, David|Perez-Vigil, Ana|Ruck, Christian|Serlachius, Eva","Brander, Gustaf|D'Onofrio, Brian M.|Feldman, Inna|Fernandez de la Cruz, Lorena|Hesselmark, Eva|Isomura, Kayoko|Jangmo, Andreas|Kuja-Halkola, Ralf|Larsson, Henrik|Lazaro, Luisa|Mataix-Cols, David|Perez-Vigil, Ana|Ruck, Christian|Serlachius, Eva"
WOS:000419459600027,"Bell, TM|Gilyan, D|Martin, J|McLaughlin, BE|Moore, BA|Moore, R|Ogbemudia, B|Simons, CJ|Zarzaur, BL","Bell, TM|Gilyan, D|Martin, J|McLaughlin, BE|Moore, BA|Moore, R|Ogbemudia, B|Simons, CJ|Zarzaur, BL","Bell, Teresa M.|Gilyan, Dannielle|Martin, Joel|McLaughlin, Briana E.|Moore, Brian A.|Moore, Reilin|Ogbemudia, Blessing|Simons, Clark J.|Zarzaur, Ben L., Jr.","Bell, Teresa M.|Gilyan, Dannielle|Martin, Joel|McLaughlin, Briana E.|Moore, Brian A.|Moore, Reilin|Ogbemudia, Blessing|Simons, Clark J.|Zarzaur, Ben L., Jr."
WOS:000419836700011,"Silverman, RD|Wiley, LF","Silverman, RD|Wiley, LF","Silverman, Ross D.|Wiley, Lindsay F.","Silverman, Ross D.|Wiley, Lindsay F."
WOS:000419151600023,"Branch, WT|Derse, AR|Dunne, DW|Frankel, RM|Gilligan, MC|Hafler, JP|Litzelman, DK|May, NB|Osterberg, LG|Plews-Ogan, M|Rider, EA|Weil, AB","Branch, WT|Derse, AR|Dunne, DW|Frankel, RM|Gilligan, MC|Hafler, JP|Litzelman, DK|May, NB|Osterberg, LG|Plews-Ogan, M|Rider, EA|Weil, AB","Branch, William T., Jr.|Derse, Arthur R.|Dunne, Dana W.|Frankel, Richard M.|Gilligan, MaryAnn C.|Hafler, Janet P.|Litzelman, Debra K.|May, Natalie B.|Osterberg, Lars G.|Plews-Ogan, Margaret|Rider, Elizabeth A.|Weil, Amy B.","Branch, William T., Jr.|Derse, Arthur R.|Dunne, Dana W.|Frankel, Richard M.|Gilligan, MaryAnn C.|Hafler, Janet P.|Litzelman, Debra K.|May, Natalie B.|Osterberg, Lars G.|Plews-Ogan, Margaret|Rider, Elizabeth A.|Weil, Amy B."
WOS:000419132400019,"Almqvist, C|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME|Sujan, AC","Almqvist, C|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME|Sujan, AC","Almqvist, Catarina|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin|Sujan, Ayesha C.","Almqvist, Catarina|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin|Sujan, Ayesha C."
WOS:000418215800002,"Boehm, SL|Kasten, CR|Zhang, YP","Boehm, SL|Kasten, CR|Zhang, YP","Boehm, Stephen L., II|Kasten, Chelsea R.|Zhang, Yanping","Boehm, Stephen L., II|Kasten, Chelsea R.|Zhang, Yanping"
WOS:000417551000012,"Aalsma, MC|Brown-Podgorski, B|Draucker, CB|Oruche, UM|Pescosolido, B|Robb, SL","Aalsma, MC|Brown-Podgorski, B|Draucker, CB|Oruche, UM|Pescosolido, B|Robb, SL","Aalsma, Matthew C.|Brown-Podgorski, Brittany|Draucker, Claire Burke|Oruche, Ukamaka M.|Pescosolido, Bernice|Robb, Sheri L.","Aalsma, Matthew C.|Brown-Podgorski, Brittany|Draucker, Claire Burke|Oruche, Ukamaka M.|Pescosolido, Bernice|Robb, Sheri L."
WOS:000415614000019,"Branch, WT|Derse, AR|Dunne, DW|Frankel, RM|Gilligan, MC|Hafler, JP|Litzelman, DK|Osterberg, LG|Pittman, JR|Plews-Ogan, M|Rider, EA|Weil, AB","Branch, WT|Derse, AR|Dunne, DW|Frankel, RM|Gilligan, MC|Hafler, JP|Litzelman, DK|Osterberg, LG|Pittman, JR|Plews-Ogan, M|Rider, EA|Weil, AB","Branch, William T., Jr.|Derse, Arthur R.|Dunne, Dana W.|Frankel, Richard M.|Gilligan, MaryAnn C.|Hafler, Janet P.|Litzelman, Debra K.|Osterberg, Lars G.|Pittman, J. Richard|Plews-Ogan, Margaret|Rider, Elizabeth A.|Weil, Amy B.","Branch, William T., Jr.|Derse, Arthur R.|Dunne, Dana W.|Frankel, Richard M.|Gilligan, MaryAnn C.|Hafler, Janet P.|Litzelman, Debra K.|Osterberg, Lars G.|Pittman, J. Richard|Plews-Ogan, Margaret|Rider, Elizabeth A.|Weil, Amy B."
WOS:000415815800034,"Bolte, S|D'Onofrio, BM|Falck-Ytter, T|Kennedy, DP|Lichtenstein, P|Quinn, PD","Bolte, S|D'Onofrio, BM|Falck-Ytter, T|Kennedy, DP|Lichtenstein, P|Quinn, PD","Bolte, Sven|D'Onofrio, Brian M.|Falck-Ytter, Terje|Kennedy, Daniel P.|Lichtenstein, Paul|Quinn, Patrick D.","Bolte, Sven|D'Onofrio, Brian M.|Falck-Ytter, Terje|Kennedy, Daniel P.|Lichtenstein, Paul|Quinn, Patrick D."
WOS:000417338800003,"Blosser, SJ|Brooks, JT|Campbell, EM|Chapman, EL|Duwve, JM|Galang, RR|Gentry, J|Hanson, D|Heneine, W|Jia, HW|Kagan, RM|Luo, W|Masciotra, S|Oster, AM|Owen, SM|Peters, PJ|Peyrani, P|Pontones, P|Roseberry, JC|Shankar, A|Spiller, MW|Switzer, WM|Whitcomb, JM","Blosser, SJ|Brooks, JT|Campbell, EM|Chapman, EL|Duwve, JM|Galang, RR|Gentry, J|Hanson, D|Heneine, W|Jia, HW|Kagan, RM|Luo, W|Masciotra, S|Oster, AM|Owen, SM|Peters, PJ|Peyrani, P|Pontones, P|Roseberry, JC|Shankar, A|Spiller, MW|Switzer, WM|Whitcomb, JM","Blosser, Sara J.|Brooks, John T.|Campbell, Ellsworth M.|Chapman, Erika L.|Duwve, Joan M.|Galang, Romeo R.|Gentry, Jessica|Hanson, Debra|Heneine, Walid|Jia, Hongwei|Kagan, Ron M.|Luo, Wei|Masciotra, Silvina|Oster, Alexandra M.|Owen, S. Michele|Peters, Philip J.|Peyrani, Paula|Pontones, Pamela|Roseberry, Jeremy C.|Shankar, Anupama|Spiller, Michael W.|Switzer, William M.|Whitcomb, Jeannette M.","Blosser, Sara J.|Brooks, John T.|Campbell, Ellsworth M.|Chapman, Erika L.|Duwve, Joan M.|Galang, Romeo R.|Gentry, Jessica|Hanson, Debra|Heneine, Walid|Jia, Hongwei|Kagan, Ron M.|Luo, Wei|Masciotra, Silvina|Oster, Alexandra M.|Owen, S. Michele|Peters, Philip J.|Peyrani, Paula|Pontones, Pamela|Roseberry, Jeremy C.|Shankar, Anupama|Spiller, Michael W.|Switzer, William M.|Whitcomb, Jeannette M."
WOS:000415813600046,"Almqvist, C|D'Onofrio, BM|Iliadou, AN|Johansson, ALV|Larsson, H|Lichtenstein, P|Quinn, PD|Rickert, ME|Weibull, CE","Almqvist, C|D'Onofrio, BM|Iliadou, AN|Johansson, ALV|Larsson, H|Lichtenstein, P|Quinn, PD|Rickert, ME|Weibull, CE","Almqvist, Catarina|D'Onofrio, Brian M.|Iliadou, Anastasia N.|Johansson, Anna L. V.|Larsson, Henrik|Lichtenstein, Paul|Quinn, Patrick D.|Rickert, Martin|Weibull, Caroline E.","Almqvist, Catarina|D'Onofrio, Brian M.|Iliadou, Anastasia N.|Johansson, Anna L. V.|Larsson, Henrik|Lichtenstein, Paul|Quinn, Patrick D.|Rickert, Martin|Weibull, Caroline E."
WOS:000415813600136,"D'Onofrio, BM|Larsson, H|Lichtenstein, P|Pettersson, E","D'Onofrio, BM|Larsson, H|Lichtenstein, P|Pettersson, E","D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Pettersson, Erik","D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Pettersson, Erik"
WOS:000415813600150,"D'Onofrio, BM|Larsson, H|Lichtenstein, P|Lundstrom, S|O'Reilly, L|Quinn, PD","D'Onofrio, BM|Larsson, H|Lichtenstein, P|Lundstrom, S|O'Reilly, L|Quinn, PD","D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Lundstrom, Sebastian|O'Reilly, Lauren|Quinn, Patrick D.","D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Lundstrom, Sebastian|O'Reilly, Lauren|Quinn, Patrick D."
WOS:000415813600159,"Almqvist, C|D'Onofrio, BM|Hernandez-Diaz, S|Larsson, H|Lichtenstein, P|Oberg, AS|Quinn, PD|Rickert, ME|Sujan, AC","Almqvist, C|D'Onofrio, BM|Hernandez-Diaz, S|Larsson, H|Lichtenstein, P|Oberg, AS|Quinn, PD|Rickert, ME|Sujan, AC","Almqvist, Catarina|D'Onofrio, Brian M.|Hernandez-Diaz, Sonia|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Quinn, Patrick D.|Rickert, Martin|Sujan, Ayesha C.","Almqvist, Catarina|D'Onofrio, Brian M.|Hernandez-Diaz, Sonia|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Quinn, Patrick D.|Rickert, Martin|Sujan, Ayesha C."
WOS:000415057600006,"Brandt, L|D'Onofrio, BM|Franck, J|Larsson, H|Skoglund, C","Brandt, L|D'Onofrio, BM|Franck, J|Larsson, H|Skoglund, C","Brandt, Lena|D'Onofrio, Brian M.|Franck, Johan|Larsson, Henrik|Skoglund, Charlotte","Brandt, Lena|D'Onofrio, Brian M.|Franck, Johan|Larsson, Henrik|Skoglund, Charlotte"
WOS:000412176000005,"King, J|Liu, SS|Meyerson, BE|Ostovari, M|Yih, Y","King, J|Liu, SS|Meyerson, BE|Ostovari, M|Yih, Y","King, Jerry|Liu, Sandra S.|Meyerson, Beth E.|Ostovari, Mina|Yih, Yuehwern","King, Jerry|Liu, Sandra S.|Meyerson, Beth E.|Ostovari, Mina|Yih, Yuehwern"
WOS:000413652400013,"Brander, G|D'Onofrio, BM|Fernandez de la Cruz, L|Larsson, H|Lichtenstein, P|Mataix-Cols, D|Ruck, C|Runeson, B|Rydell, M","Brander, G|D'Onofrio, BM|Fernandez de la Cruz, L|Larsson, H|Lichtenstein, P|Mataix-Cols, D|Ruck, C|Runeson, B|Rydell, M","Brander, Gustaf|D'Onofrio, Brian M.|Fernandez de la Cruz, Lorena|Larsson, Henrik|Lichtenstein, Paul|Mataix-Cols, David|Ruck, Christian|Runeson, Bo|Rydell, Mina","Brander, Gustaf|D'Onofrio, Brian M.|Fernandez de la Cruz, Lorena|Larsson, Henrik|Lichtenstein, Paul|Mataix-Cols, David|Ruck, Christian|Runeson, Bo|Rydell, Mina"
WOS:000414119600028,"Aalsma, MC|Anderson, VR|Ouyang, FQ|Rosenman, MB|Schwartz, K|Tu, WZ|Wiehe, SE","Aalsma, MC|Anderson, VR|Ouyang, FQ|Rosenman, MB|Schwartz, K|Tu, WZ|Wiehe, SE","Aalsma, Matthew C.|Anderson, Valerie R.|Ouyang, Fangqian|Rosenman, Marc B.|Schwartz, Katherine|Tu, Wanzhu|Wiehe, Sarah E.","Aalsma, Matthew C.|Anderson, Valerie R.|Ouyang, Fangqian|Rosenman, Marc B.|Schwartz, Katherine|Tu, Wanzhu|Wiehe, Sarah E."
WOS:000413847705096,"Brikell, I|Chang, Z|D'Onofrio, BM|Ghirardi, L|Kuja-Halkola, R|Larsson, H","Brikell, I|Chang, Z|D'Onofrio, BM|Ghirardi, L|Kuja-Halkola, R|Larsson, H","Brikell, Isabell|Chang, Zheng|D'Onofrio, Brian M.|Ghirardi, Laura|Kuja-Halkola, Ralf|Larsson, Henrik","Brikell, Isabell|Chang, Zheng|D'Onofrio, Brian M.|Ghirardi, Laura|Kuja-Halkola, Ralf|Larsson, Henrik"
WOS:000412250100011,"Banks, DE|Mpofu, P|Rowe, AT|Zapolski, TCB","Banks, DE|Mpofu, P|Rowe, AT|Zapolski, TCB","Banks, Devin E.|Mpofu, Philani|Rowe, Alia T.|Zapolski, Tamika C. B.","Banks, Devin E.|Mpofu, Philani|Rowe, Alia T.|Zapolski, Tamika C. B."
WOS:000411714900011,"Griesse, R|Haderxhanaj, LT|Markowitz, LE|McGinnis, E|Meites, E|Meyerson, BE|Saraiya, M|Smith, W|Snoek, E","Griesse, R|Haderxhanaj, LT|Markowitz, LE|McGinnis, E|Meites, E|Meyerson, BE|Saraiya, M|Smith, W|Snoek, E","Griesse, Rebecca|Haderxhanaj, Laura T.|Markowitz, Lauri E.|McGinnis, Emily|Meites, Elissa|Meyerson, Beth E.|Saraiya, Mona|Smith, William|Snoek, Emily","Griesse, Rebecca|Haderxhanaj, Laura T.|Markowitz, Lauri E.|McGinnis, Emily|Meites, Elissa|Meyerson, Beth E.|Saraiya, Mona|Smith, William|Snoek, Emily"
WOS:000410472900013,"Cottingham, AH|Griffin, WJ|Inui, TS|Ivy, SS|Litzelman, DK|Perkins, AJ|Schmitt-Wendholt, KM","Cottingham, AH|Griffin, WJ|Inui, TS|Ivy, SS|Litzelman, DK|Perkins, AJ|Schmitt-Wendholt, KM","Cottingham, Ann H.|Griffin, Wilma J.|Inui, Thomas S.|Ivy, Steven S.|Litzelman, Debra K.|Perkins, Anthony J.|Schmitt-Wendholt, Kathleen M.","Cottingham, Ann H.|Griffin, Wilma J.|Inui, Thomas S.|Ivy, Steven S.|Litzelman, Debra K.|Perkins, Anthony J.|Schmitt-Wendholt, Kathleen M."
WOS:000412863500008,"Boehm, SL|Colar, D|Melon, LC|Moore, EM|Nolan, ZT","Boehm, SL|Colar, D|Melon, LC|Moore, EM|Nolan, ZT","Boehm, Stephen L., II|Colar, Delphine|Melon, Laverne C.|Moore, Eileen M.|Nolan, Zachary T.","Boehm, Stephen L., II|Colar, Delphine|Melon, Laverne C.|Moore, Eileen M.|Nolan, Zachary T."
WOS:000410718500002,"Bell, TM|Fecher, AM|Hatcher, L|Jenkins, PC|Stokes, SM","Bell, TM|Fecher, AM|Hatcher, L|Jenkins, PC|Stokes, SM","Bell, Teresa M.|Fecher, Alison M.|Hatcher, LeRanna|Jenkins, Peter C.|Stokes, Samantha M.","Bell, Teresa M.|Fecher, Alison M.|Hatcher, LeRanna|Jenkins, Peter C.|Stokes, Samantha M."
WOS:000410140700017,"Diekema, DS|Duchin, J|Kodish, E|Marcuse, EK|Omer, SB|Opel, DJ|Orenstein, W|Schwartz, JL|Silverman, RD","Diekema, DS|Duchin, J|Kodish, E|Marcuse, EK|Omer, SB|Opel, DJ|Orenstein, W|Schwartz, JL|Silverman, RD","Diekema, Douglas S.|Duchin, Jeff|Kodish, Eric|Marcuse, Edgar K.|Omer, Saad B.|Opel, Douglas J.|Orenstein, Walt|Schwartz, Jason L.|Silverman, Ross D.","Diekema, Douglas S.|Duchin, Jeff|Kodish, Eric|Marcuse, Edgar K.|Omer, Saad B.|Opel, Douglas J.|Orenstein, Walt|Schwartz, Jason L.|Silverman, Ross D."
WOS:000410282300011,"Hensel, WF|Silverman, RD","Hensel, WF|Silverman, RD","Hensel, Wendy F.|Silverman, Ross D.","Hensel, Wendy F.|Silverman, Ross D."
WOS:000409937200005,"Almqvist, C|D'Onofrio, BM|Hernandez-Diaz, S|Larsson, H|Lichtenstein, P|Oberg, AS|Quinn, PD|Rickert, ME|Sujan, AC","Almqvist, C|D'Onofrio, BM|Hernandez-Diaz, S|Larsson, H|Lichtenstein, P|Oberg, AS|Quinn, PD|Rickert, ME|Sujan, AC","Almqvist, Catarina|D'Onofrio, Brian M.|Hernandez-Diaz, Sonia|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Quinn, Patrick D.|Rickert, Martin|Sujan, Ayesha C.","Almqvist, Catarina|D'Onofrio, Brian M.|Hernandez-Diaz, Sonia|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Quinn, Patrick D.|Rickert, Martin|Sujan, Ayesha C."
WOS:000409183600023,"Adler-Milstein, J|Embi, PJ|Middleton, B|Sarkar, IN|Smith, J","Adler-Milstein, J|Embi, PJ|Middleton, B|Sarkar, IN|Smith, J","Adler-Milstein, Julia|Embi, Peter J.|Middleton, Blackford|Sarkar, Indra Neil|Smith, Jeff","Adler-Milstein, Julia|Embi, Peter J.|Middleton, Blackford|Sarkar, Indra Neil|Smith, Jeff"
