id,fullname,fullname-revised,name,name-revised
WOS:000241948500013,"D'Onofrio, Brian M.|Keenan, Kate|Lahey, Benjamin B.|Pedlow, Steven|Rathouz, Paul|Rodgers, Joseph Lee|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Keenan, Kate|Lahey, Benjamin B.|Pedlow, Steven|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, BM|Keenan, K|Lahey, BB|Pedlow, S|Rathouz, P|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Keenan, K|Lahey, BB|Pedlow, S|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID"
WOS:000241998700016,"Embi, Peter J.|Yackel, Thomas R.","Embi, Peter J.|Yackel, Thomas R.","Embi, PJ|Yackel, TR","Embi, PJ|Yackel, TR"
WOS:000243909500065,"Aalsma, Matthew|Hensel, Devon|Katzenstein, Jennifer|Temkit, M'hamed|Zimet, Gregory","Aalsma, Matthew C.|Hensel, Devon J.|Katzenstein, JM|Temkit, M'hamed|Zimet, Gregory D.","Aalsma, M|Hensel, D|Katzenstein, J|Temkit, M|Zimet, G","Aalsma, MC|Hensel, DJ|Katzenstein, JM|Temkit, M|Zimet, GD"
WOS:000244517400001,"D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Heath, Andrew C.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Heath, Andrew C.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, BM|Emery, RE|Harden, KP|Heath, AC|Martin, NG|Slutske, WS|Turkheimer, E","D'Onofrio, BM|Emery, RE|Harden, KP|Heath, AC|Martin, NG|Slutske, WS|Turkheimer, E"
WOS:000244683200019,"Seibt, Gustav","Seibt, Gustav","Seibt, G","Seibt, G"
WOS:000245580400015,"Cottingham, Ann H.|Litzelman, Debra K.","Cottingham, Ann H.|Litzelman, Debra K.","Cottingham, AH|Litzelman, DK","Cottingham, AH|Litzelman, DK"
WOS:000246502900002,"D'Onofrio, Brian M.|Lahey, Benjamin B.|Rodgers, Joseph L.|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Lahey, Benjamin B.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, BM|Lahey, BB|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Lahey, BB|Rodgers, JL|Van Hulle, CA|Waldman, ID"
WOS:000247477200005,"D'Onofrio, Brian M.|Eaves, Lindon J.|Emery, Robert E.|Maes, Hermine H.|Silberg, Judy|Turkheimer, Eric","D'Onofrio, Brian M.|Eaves, Lindon J.|Emery, Robert E.|Maes, Hermine H.|Silberg, Judy|Turkheimer, Eric","D'Onofrio, BM|Eaves, LJ|Emery, RE|Maes, HH|Silberg, J|Turkheimer, E","D'Onofrio, BM|Eaves, LJ|Emery, RE|Maes, HH|Silberg, J|Turkheimer, E"
WOS:000247698700007,"D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Heath, Andrew C.|Madden, Pamela A. F.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Heath, Andrew C.|Madden, Pamela A. F.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, BM|Emery, RE|Harden, KP|Heath, AC|Madden, PAF|Martin, NG|Slutske, WS|Turkheimer, E","D'Onofrio, BM|Emery, RE|Harden, KP|Heath, AC|Madden, PAF|Martin, NG|Slutske, WS|Turkheimer, E"
WOS:000247818500015,"D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Heath, Andrew C.|Madden, Pamela A. F.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, Brian M.|Emery, Robert E.|Harden, K. Paige|Heath, Andrew C.|Madden, Pamela A. F.|Martin, Nicholas G.|Slutske, Wendy S.|Turkheimer, Eric","D'Onofrio, BM|Emery, RE|Harden, KP|Heath, AC|Madden, PAF|Martin, NG|Slutske, WS|Turkheimer, E","D'Onofrio, BM|Emery, RE|Harden, KP|Heath, AC|Madden, PAF|Martin, NG|Slutske, WS|Turkheimer, E"
WOS:000248029600078,"Aalsma, Matthew|Anderson, Amy M.|Hanford, Russell B.|McCauley, Elizabeth|Mukherjee, Bipasha","Aalsma, Matthew C.|Anderson, Amy M.|Hanford, Russell B.|McCauley, Elizabeth|Mukherjee, Bipasha","Aalsma, M|Anderson, AM|Hanford, RB|McCauley, E|Mukherjee, B","Aalsma, MC|Anderson, AM|Hanford, RB|McCauley, E|Mukherjee, B"
WOS:000248103000001,"Adams, Samantha|Brokel, Jane|Chang, Betty|Embi, Peter|Hurdle, John F.|Petersen, Carolyn|Terrazas, Enrique|Winkelstein, Peter","Adams, Samantha|Brokel, Jane|Chang, Betty|Embi, Peter J.|Hurdle, John F.|Petersen, Carolyn|Terrazas, Enrique|Winkelstein, Peter","Adams, S|Brokel, J|Chang, B|Embi, P|Hurdle, JF|Petersen, C|Terrazas, E|Winkelstein, P","Adams, S|Brokel, J|Chang, B|Embi, PJ|Hurdle, JF|Petersen, C|Terrazas, E|Winkelstein, P"
WOS:000248469300002,"Seibt, Gustav","Seibt, Gustav","Seibt, G","Seibt, G"
